Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
20230418-8432-3815243A7B65_Sanction_Convict,2023-04-18,Sanction,-6.0,Material Conflict,Human_Rights,Moscow,Russia,Capital City,Moscow Court,Vladimir Kara-Murza,Russia,Chief Of Staff,Vladimir Kara - Murza,RUS,Moscow,2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
20230418-2362-Dbb9Abbc18E2_Coerce_Arrest,2023-04-18,Coerce,-7.0,Material Conflict,Military | Human_Rights,Moscow,Russia,Capital City,Moscow Court,Vladimir Kara-Murza,Russia,Chief Of Staff,Vladimir Kara - Murza,RUS,Moscow,2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
20230418-3673-3815243A7B65_Sanction_Convict,2023-04-18,Sanction,-6.0,Material Conflict,Human_Rights,Moscow,Russia,Capital City,Moscow Court,Vladimir Kara-Murza,Russia,Chief Of Staff,Vladimir Kara - Murza,RUS,Moscow,2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
20230418-3232-3815243A7B65_Sanction_Convict,2023-04-18,Sanction,-6.0,Material Conflict,Human_Rights,Moscow,Russia,Capital City,Moscow Court,Vladimir Kara-Murza,Russia,Chief Of Staff,Vladimir Kara - Murza,RUS,Moscow,2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
20230502-3662-5414Dddc7200_Request,2023-05-02,Request,0.0,Verbal Conflict,,Vladimir Putin,Russia,President,Vladimir Putin,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,St. Petersburg,2023-05-02,English,Ngec_Coder-Vers001-B1-Run-001
20230504-5039-318670748049_Mobilize,2023-05-04,Mobilize,-5.5,Material Conflict,,Vladimir Putin,Russia,President,Vladimir Putin,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,Moscow,2023-05-04,Arabic,Ngec_Coder-Vers001-B1-Run-001
20230606-0988-Acaafbfda75D_Threaten,2023-06-06,Threaten,-3.5,Verbal Conflict,Military,Moscow,Russia,Capital City,Moscow Court,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Moscow,2023-06-06,English,Ngec_Coder-Vers001-B1-Run-001
20230608-7333-A064A916487D_Accuse,2023-06-08,Accuse,-3.0,Verbal Conflict,Military | Human_Rights,Moscow,Russia,Capital City,Moscow Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2023-06-08,English,Ngec_Coder-Vers001-B1-Run-001
20230609-6038-Cac893C77Cd8_Aid,2023-06-09,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Alexander Lukashenko,Belarus,Chief Of State,Alexander Lukashenko,RUS,Sochi,2023-06-09,English,Ngec_Coder-Vers001-B1-Run-001
20230612-3466-76114A72Dd0C_Aid,2023-06-12,Aid,10.0,Material Cooperation,,Alexander Lukashenko,Belarus,Chief Of State,Lukashenka,Vladimir Putin,Russia,President,Putin,RUS,Moscow; Minskminsk,2023-06-12,Russian,Ngec_Coder-Vers001-B1-Run-001
20230614-7937-5044Fa2B0E63_Accuse,2023-06-14,Accuse,-3.0,Verbal Conflict,Lgbt,Vladimir Putin,Russia,President,President Vladimir Putin,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia; Making,2023-06-14,English,Ngec_Coder-Vers001-B1-Run-001
20230625-5795-560086409021_Aid,2023-06-25,Aid,10.0,Material Cooperation,Diplomatic,Vladimir Putin,Russia,President,Vladimir Putin,Alexander Lukashenko,Belarus,Chief Of State,Alexander Lukashenko,RUS,Moscow,2023-06-25,Russian,Ngec_Coder-Vers001-B1-Run-001
20230627-2964-Afafe26Bf126_Accuse,2023-06-27,Accuse,-3.0,Verbal Conflict,Military,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Rostov - On - Don,2023-06-27,English,Ngec_Coder-Vers001-B1-Run-001
20230705-1025-085035D54Cfd_Accuse,2023-07-05,Accuse,-3.0,Verbal Conflict,Diplomatic,Xi Jinping,China,Communist Party,Chinese President Xi Jinping,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Moscow,2023-07-05,Russian,Ngec_Coder-Vers001-B1-Run-001
20230706-9479-167C0C7F1E07_Threaten,2023-07-06,Threaten,-3.5,Verbal Conflict,,Xi Jinping,China,Communist Party,Xi Jinping,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,Moscow,2023-07-06,English,Ngec_Coder-Vers001-B1-Run-001
20230724-1052-448Ae6Bdc4Ba_Aid,2023-07-24,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Alexander Lukashenko,Belarus,Chief Of State,Alexander Lukashenko,RUS,Russia,2023-07-24,English,Ngec_Coder-Vers001-B1-Run-001
20230809-2293-C1923D47Eb2E_Accuse,2023-08-09,Accuse,-3.0,Verbal Conflict,,Moscow,Russia,Capital City,Moscow Court,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Moscow,2023-08-09,English,Ngec_Coder-Vers001-B1-Run-001
20230901-6188-Db1687657Cb6_Aid,2023-09-01,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Recep Tayyip Erdogan,RUS,Sochi,2023-09-01,English,Ngec_Coder-Vers001-B1-Run-001
20230901-4400-C6B0371Bb52B_Retreat,2023-09-01,Retreat,6.5,Material Cooperation,Military | Diplomatic,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Turkish President Tayyip Erdogan,RUS,Sochi,2023-09-01,English,Ngec_Coder-Vers001-B1-Run-001
20230901-2793-06Fa0F1A8735_Retreat,2023-09-01,Retreat,6.5,Material Cooperation,Military | Diplomatic,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Turkish President Tayyip Erdogan,RUS,Sochi,2023-09-01,English,Ngec_Coder-Vers001-B1-Run-001
20230901-6464-0Ebcf47F5D19_Request,2023-09-01,Request,0.0,Verbal Conflict,,Vladimir Putin,Russia,President,Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Recep Tayyip Erdogan,RUS,Sochi,2023-09-01,English,Ngec_Coder-Vers001-B1-Run-001
20230904-6183-Cd1Bb6Da62A7_Concede,2023-09-04,Concede,4.5,Verbal Cooperation,,Vladimir Putin,Russia,President,Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Turkish President Tayyip Erdogan,RUS,Sochi,2023-09-04,English,Ngec_Coder-Vers001-B1-Run-001
20230904-6183-Cd1Bb6Da62A7_Aid,2023-09-04,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Turkish President Tayyip Erdogan,RUS,Sochi,2023-09-04,English,Ngec_Coder-Vers001-B1-Run-001
20230904-6183-Cd1Bb6Da62A7_Mobilize,2023-09-04,Mobilize,-5.5,Material Conflict,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Turkish President Tayyip Erdogan,RUS,Sochi,2023-09-04,English,Ngec_Coder-Vers001-B1-Run-001
20230904-2277-6Ed7A0Ef5Dc1_Request,2023-09-04,Request,0.0,Verbal Conflict,,Vladimir Putin,Russia,President,Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Recep Tayyip Erdogan,RUS,Sochi,2023-09-04,English,Ngec_Coder-Vers001-B1-Run-001
20230904-6183-Cd1Bb6Da62A7_Retreat,2023-09-04,Retreat,6.5,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Recep Tayyip Erdoğan,Turkey,President,Turkish President Tayyip Erdogan,RUS,Sochi,2023-09-04,English,Ngec_Coder-Vers001-B1-Run-001
20230905-4458-3C83Ee868D96_Aid,2023-09-05,Aid,10.0,Material Cooperation,,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-05,English,Ngec_Coder-Vers001-B1-Run-001
20230905-9442-Eef39Ab99979_Retreat,2023-09-05,Retreat,6.5,Material Cooperation,Military,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-05,English,Ngec_Coder-Vers001-B1-Run-001
20230906-8767-022B6007F29E_Request,2023-09-06,Request,0.0,Verbal Conflict,Military,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-06,Chinese,Ngec_Coder-Vers001-B1-Run-001
20230911-4810-3320Decf213C_Request,2023-09-11,Request,0.0,Verbal Conflict,,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,Vladivostok,2023-09-11,English,Ngec_Coder-Vers001-B1-Run-001
20230911-7007-Ffb632000Ac8_Request,2023-09-11,Request,0.0,Verbal Conflict,Military,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-11,French,Ngec_Coder-Vers001-B1-Run-001
20230911-9854-287Fef3F71F3_Aid,2023-09-11,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Russia,2023-09-11,English,Ngec_Coder-Vers001-B1-Run-001
20230911-5638-287Fef3F71F3_Aid,2023-09-11,Aid,10.0,Material Cooperation,Military,Vladimir Putin,Russia,President,Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Russia,2023-09-11,English,Ngec_Coder-Vers001-B1-Run-001
20230911-9621-40C5Fdcc8E64_Aid,2023-09-11,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Russia,2023-09-11,English,Ngec_Coder-Vers001-B1-Run-001
20230912-2197-3A992247E382_Request,2023-09-12,Request,0.0,Verbal Conflict,Military | Health,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-12,English,Ngec_Coder-Vers001-B1-Run-001
20230912-6457-E9C3A5645028_Retreat,2023-09-12,Retreat,6.5,Material Cooperation,Military,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-12,English,Ngec_Coder-Vers001-B1-Run-001
20230912-1560-39D9396F3C77_Mobilize,2023-09-12,Mobilize,-5.5,Material Conflict,Military,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Vladivostok,2023-09-12,Chinese,Ngec_Coder-Vers001-B1-Run-001
20230912-7648-Ba2F6B8715D5_Request,2023-09-12,Request,0.0,Verbal Conflict,,Vladimir Putin,Russia,President,Vladimir Putin,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,Vladivostok,2023-09-12,Chinese,Ngec_Coder-Vers001-B1-Run-001
20230912-1560-39D9396F3C77_Aid,2023-09-12,Aid,10.0,Material Cooperation,Military,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Vladivostok,2023-09-12,Chinese,Ngec_Coder-Vers001-B1-Run-001
20230912-5798-Abb8A73Fce89_Aid,2023-09-12,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,RUS,Russia,2023-09-12,Chinese,Ngec_Coder-Vers001-B1-Run-001
20230913-1215-F4707Db939Bd_Aid,2023-09-13,Aid,10.0,Material Cooperation,Military,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Vladivostok,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-5252-18B1F8C7D49A_Aid,2023-09-13,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,RUS,Russia,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-5252-18B1F8C7D49A_Concede,2023-09-13,Concede,4.5,Verbal Cooperation,,Vladimir Putin,Russia,President,Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,North Korean Leader Kim Jong - Un,RUS,Russia,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-2660-23D607Ecde98_Aid,2023-09-13,Aid,10.0,Material Cooperation,Military,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Vladivostok,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-6780-F61B7C39B113_Aid,2023-09-13,Aid,10.0,Material Cooperation,Military,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-13,Chinese,Ngec_Coder-Vers001-B1-Run-001
20230913-4319-F5063913Fc4A_Retreat,2023-09-13,Retreat,6.5,Material Cooperation,Health,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-2985-Db4C22D06C9C_Request,2023-09-13,Request,0.0,Verbal Conflict,Military | Diplomatic,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russian Far East,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-2861-26E3F7957Be2_Aid,2023-09-13,Aid,10.0,Material Cooperation,Military,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Vladivostok,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-1138-F5063913Fc4A_Retreat,2023-09-13,Retreat,6.5,Material Cooperation,Health,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2023-09-13,English,Ngec_Coder-Vers001-B1-Run-001
20230913-5928-945E3F0E5C75_Aid,2023-09-13,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russian President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,RUS,Amur Region,2023-09-13,Russian,Ngec_Coder-Vers001-B1-Run-001
20230914-8069-6Cb96D82F622_Aid,2023-09-14,Aid,10.0,Material Cooperation,,Alexander Lukashenko,Belarus,Chief Of State,Alexander Lukashenko,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Moscow,2023-09-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20230914-2841-937D0Dc2D128_Aid,2023-09-14,Aid,10.0,Material Cooperation,,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,Russia,2023-09-14,English,Ngec_Coder-Vers001-B1-Run-001
20230915-7896-Cbe6E5806D68_Cooperate,2023-09-15,Cooperate,9.5,Material Cooperation,Military,Alexander Lukashenko,Belarus,Chief Of State,Alexander Lukashenko,Vladimir Putin,Russia,President,Russian President Vladimir Putin,RUS,Sochi,2023-09-15,Russian,Ngec_Coder-Vers001-B1-Run-001
20230926-2373-8C0Bb1E93346_Sanction_Convict,2023-09-26,Sanction,-6.0,Material Conflict,,Moscow,Russia,Capital City,Moscow Court Judge,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Moscow,2023-09-26,English,Ngec_Coder-Vers001-B1-Run-001
20230926-3917-8C0Bb1E93346_Sanction_Convict,2023-09-26,Sanction,-6.0,Material Conflict,,Moscow,Russia,Capital City,Moscow Court Judge,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Moscow,2023-09-26,English,Ngec_Coder-Vers001-B1-Run-001
20231011-9918-36Cdc96B1E61_Sanction_Convict,2023-10-11,Sanction,-6.0,Material Conflict,Military | Human_Rights,Moscow,Russia,Capital City,Moscow Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2023-10-11,English,Ngec_Coder-Vers001-B1-Run-001
